experiment,axis_sweep,op,dimension,density,sparse_factor,buffer_size,timing_source,d1,d2,num_nodes,num_edges,num_spaces,num_pieces,n,median_us,median_ms,min_us,max_us,speedup_cpu_over_gpu,gpu_tiles_median,gpu_tiles_min,gpu_tiles_max,gpu_oom_backoffs_median,gpu_oom_backoffs_min,gpu_oom_backoffs_max,gpu_host_fallback_median,gpu_host_fallback_min,gpu_host_fallback_max,gpu_input_rects_median,gpu_input_rects_min,gpu_input_rects_max,gpu_scratch_bytes_median,gpu_scratch_bytes_min,gpu_scratch_bytes_max
tile_sweep_dense_axes,log_axis,image,3d,dense,1,3,gpu_source,3,3,100,100,4,1,3,1407067,1407.067,1400166,1410716,3.246183728280174,8,8,8,14,14,14,1,1,1,8,8,8,78800005,78800005,78800005
tile_sweep_dense_axes,log_axis,image,3d,dense,1,4,cpu_source,3,3,100,100,4,1,3,4625566,4625.566,4614324,4652978,3.3003641729193482,,,,,,,,,,,,,,,
tile_sweep_dense_axes,log_axis,image,3d,dense,1,4,gpu_source,3,3,100,100,4,1,3,1401532,1401.532,1401394,1407388,3.3003641729193482,8,8,8,14,14,14,1,1,1,8,8,8,104400007,104400007,104400007
tile_sweep_dense_axes,log_axis,image,3d,dense,1,5,cpu_source,3,3,100,100,4,1,3,4602699,4602.699,4565827,4609378,3.2639458956546896,,,,,,,,,,,,,,,
tile_sweep_dense_axes,log_axis,image,3d,dense,1,5,gpu_source,3,3,100,100,4,1,3,1410164,1410.164,1406369,1411734,3.2639458956546896,8,8,8,14,14,14,1,1,1,8,8,8,130000009,130000009,130000009
tile_sweep_dense_axes,log_axis,image,3d,dense,1,7,cpu_source,3,3,100,100,4,1,3,4628071,4628.071,4596195,4642665,2.4390888024457973,,,,,,,,,,,,,,,
tile_sweep_dense_axes,log_axis,image,3d,dense,1,7,gpu_source,3,3,100,100,4,1,3,1897459,1897.459,1889547,1905354,2.4390888024457973,4,4,4,5,5,5,1,1,1,4,4,4,181200013,181200013,181200013
tile_sweep_dense_axes,log_axis,image,3d,dense,1,10,cpu_source,3,3,100,100,4,1,3,4597370,4597.37,4562667,4648704,2.400497291629899,,,,,,,,,,,,,,,
tile_sweep_dense_axes,log_axis,image,3d,dense,1,10,gpu_source,3,3,100,100,4,1,3,1915174,1915.174,1908106,1921471,2.400497291629899,4,4,4,5,5,5,1,1,1,4,4,4,258000019,258000019,258000019
tile_sweep_dense_axes,log_axis,image,3d,dense,1,15,cpu_source,3,3,100,100,4,1,3,4641233,4641.233,4612779,4644763,2.999097924904187,,,,,,,,,,,,,,,
tile_sweep_dense_axes,log_axis,image,3d,dense,1,15,gpu_source,3,3,100,100,4,1,3,1547543,1547.543,1545448,1549631,2.999097924904187,2,2,2,2,2,2,1,1,1,2,2,2,386000028,386000028,386000028
tile_sweep_dense_axes,log_axis,image,3d,dense,1,20,cpu_source,3,3,100,100,4,1,3,4586388,4586.388,4566495,4626232,2.9520369971067852,,,,,,,,,,,,,,,
tile_sweep_dense_axes,log_axis,image,3d,dense,1,20,gpu_source,3,3,100,100,4,1,3,1553635,1553.635,1547779,1561065,2.9520369971067852,2,2,2,2,2,2,1,1,1,2,2,2,514000038,514000038,514000038
tile_sweep_dense_axes,log_axis,image,3d,dense,1,25,cpu_source,3,3,100,100,4,1,3,4614520,4614.52,4586816,4623602,703.8621110433191,,,,,,,,,,,,,,,
tile_sweep_dense_axes,log_axis,image,3d,dense,1,25,gpu_source,3,3,100,100,4,1,3,6556,6.556,6531,6647,703.8621110433191,1,1,1,0,0,0,0,0,0,1,1,1,642000048,642000048,642000048
tile_sweep_dense_axes,log_axis,image,3d,dense,1,30,cpu_source,3,3,100,100,4,1,3,4632846,4632.846,4549240,4659023,701.2026638413804,,,,,,,,,,,,,,,
tile_sweep_dense_axes,log_axis,image,3d,dense,1,30,gpu_source,3,3,100,100,4,1,3,6607,6.607,6548,6664,701.2026638413804,1,1,1,0,0,0,0,0,0,1,1,1,770000057,770000057,770000057
tile_sweep_dense_axes,log_axis,image,3d,dense,1,40,cpu_source,3,3,100,100,4,1,3,4619332,4619.332,4612992,4623716,700.4294162244124,,,,,,,,,,,,,,,
tile_sweep_dense_axes,log_axis,image,3d,dense,1,40,gpu_source,3,3,100,100,4,1,3,6595,6.595,6535,6753,700.4294162244124,1,1,1,0,0,0,0,0,0,1,1,1,1026000076,1026000076,1026000076
tile_sweep_dense_axes,log_axis,image,3d,dense,1,50,cpu_source,3,3,100,100,4,1,3,4570097,4570.097,4556618,4593264,691.1822444041137,,,,,,,,,,,,,,,
tile_sweep_dense_axes,log_axis,image,3d,dense,1,50,gpu_source,3,3,100,100,4,1,3,6612,6.612,6509,6652,691.1822444041137,1,1,1,0,0,0,0,0,0,1,1,1,1282000096,1282000096,1282000096
tile_sweep_dense_axes,log_axis,image,3d,dense,1,75,cpu_source,3,3,100,100,4,1,3,4607540,4607.54,4600614,4627465,703.2264957264957,,,,,,,,,,,,,,,
tile_sweep_dense_axes,log_axis,image,3d,dense,1,75,gpu_source,3,3,100,100,4,1,3,6552,6.552,6509,6676,703.2264957264957,1,1,1,0,0,0,0,0,0,1,1,1,1922000144,1922000144,1922000144
tile_sweep_dense_axes,log_axis,image,3d,dense,1,100,cpu_source,3,3,100,100,4,1,3,4561053,4561.053,4559764,4581990,686.1821874529863,,,,,,,,,,,,,,,
tile_sweep_dense_axes,log_axis,image,3d,dense,1,100,gpu_source,3,3,100,100,4,1,3,6647,6.647,6583,6649,686.1821874529863,1,1,1,0,0,0,0,0,0,1,1,1,2562000192,2562000192,2562000192
tile_sweep_dense_axes,log_axis,image,3d,sparse,5,1,cpu_source,3,3,100,100,4,1,3,37567691,37567.691,37469096,37576193,9709.92271904885,,,,,,,,,,,,,,,
tile_sweep_dense_axes,log_axis,image,3d,sparse,5,1,gpu_source,3,3,100,100,4,1,3,3869,3.869,3203,3892,9709.92271904885,1,1,1,0,0,0,0,0,0,1,1,1,48138234,48138234,48138234
tile_sweep_dense_axes,log_axis,image,3d,sparse,5,2,cpu_source,3,3,100,100,4,1,3,37202491,37202.491,37146857,37301807,10046.581420469889,,,,,,,,,,,,,,,
tile_sweep_dense_axes,log_axis,image,3d,sparse,5,2,gpu_source,3,3,100,100,4,1,3,3703,3.703,3658,3953,10046.581420469889,1,1,1,0,0,0,0,0,0,1,1,1,73822437,73822437,73822437
tile_sweep_dense_axes,log_axis,image,3d,sparse,5,3,cpu_source,3,3,100,100,4,1,3,37477888,37477.888,37409314,37736497,9803.266544598482,,,,,,,,,,,,,,,
tile_sweep_dense_axes,log_axis,image,3d,sparse,5,3,gpu_source,3,3,100,100,4,1,3,3823,3.823,3823,3851,9803.266544598482,1,1,1,0,0,0,0,0,0,1,1,1,99506639,99506639,99506639
tile_sweep_dense_axes,log_axis,image,3d,sparse,5,4,cpu_source,3,3,100,100,4,1,3,37158653,37158.653,37139855,37289346,9765.743232588698,,,,,,,,,,,,,,,
tile_sweep_dense_axes,log_axis,image,3d,sparse,5,4,gpu_source,3,3,100,100,4,1,3,3805,3.805,3739,3837,9765.743232588698,1,1,1,0,0,0,0,0,0,1,1,1,125190842,125190842,125190842
tile_sweep_dense_axes,log_axis,image,3d,sparse,5,5,cpu_source,3,3,100,100,4,1,3,37604149,37604.149,37369877,37608129,9880.228323699423,,,,,,,,,,,,,,,
tile_sweep_dense_axes,log_axis,image,3d,sparse,5,5,gpu_source,3,3,100,100,4,1,3,3806,3.806,3212,3818,9880.228323699423,1,1,1,0,0,0,0,0,0,1,1,1,150875044,150875044,150875044
tile_sweep_dense_axes,log_axis,image,3d,sparse,5,7,cpu_source,3,3,100,100,4,1,3,37192567,37192.567,37153515,37212921,10545.099801531047,,,,,,,,,,,,,,,
tile_sweep_dense_axes,log_axis,image,3d,sparse,5,7,gpu_source,3,3,100,100,4,1,3,3527,3.527,3480,3786,10545.099801531047,1,1,1,0,0,0,0,0,0,1,1,1,202243449,202243449,202243449
tile_sweep_dense_axes,log_axis,image,3d,sparse,5,10,cpu_source,3,3,100,100,4,1,3,37549084,37549.084,37355167,37619631,10173.146572744514,,,,,,,,,,,,,,,
tile_sweep_dense_axes,log_axis,image,3d,sparse,5,10,gpu_source,3,3,100,100,4,1,3,3691,3.691,3671,3878,10173.146572744514,1,1,1,0,0,0,0,0,0,1,1,1,279296057,279296057,279296057
tile_sweep_dense_axes,log_axis,image,3d,sparse,5,15,cpu_source,3,3,100,100,4,1,3,37174832,37174.832,37148630,37230566,10558.032377165579,,,,,,,,,,,,,,,
tile_sweep_dense_axes,log_axis,image,3d,sparse,5,15,gpu_source,3,3,100,100,4,1,3,3521,3.521,2584,3540,10558.032377165579,1,1,1,0,0,0,0,0,0,1,1,1,407717070,407717070,407717070
tile_sweep_dense_axes,log_axis,image,3d,sparse,5,20,cpu_source,3,3,100,100,4,1,3,37406026,37406.026,37405489,37406677,9596.209851205747,,,,,,,,,,,,,,,
tile_sweep_dense_axes,log_axis,image,3d,sparse,5,20,gpu_source,3,3,100,100,4,1,3,3898,3.898,3866,3921,9596.209851205747,1,1,1,0,0,0,0,0,0,1,1,1,536138083,536138083,536138083
tile_sweep_dense_axes,log_axis,image,3d,sparse,5,25,cpu_source,3,3,100,100,4,1,3,37181668,37181.668,37143749,37191277,10288.231322634201,,,,,,,,,,,,,,,
tile_sweep_dense_axes,log_axis,image,3d,sparse,5,25,gpu_source,3,3,100,100,4,1,3,3614,3.614,2630,3853,10288.231322634201,1,1,1,0,0,0,0,0,0,1,1,1,664559096,664559096,664559096
tile_sweep_dense_axes,log_axis,image,3d,sparse,5,30,cpu_source,3,3,100,100,4,1,3,37429494,37429.494,37200539,37449106,9721.946493506493,,,,,,,,,,,,,,,
tile_sweep_dense_axes,log_axis,image,3d,sparse,5,30,gpu_source,3,3,100,100,4,1,3,3850,3.85,3165,3866,9721.946493506493,1,1,1,0,0,0,0,0,0,1,1,1,792980108,792980108,792980108
tile_sweep_dense_axes,log_axis,image,3d,sparse,5,40,cpu_source,3,3,100,100,4,1,3,37148070,37148.07,37118566,37202122,10169.195182042156,,,,,,,,,,,,,,,
tile_sweep_dense_axes,log_axis,image,3d,sparse,5,40,gpu_source,3,3,100,100,4,1,3,3653,3.653,3641,3875,10169.195182042156,1,1,1,0,0,0,0,0,0,1,1,1,1049822134,1049822134,1049822134
tile_sweep_dense_axes,log_axis,image,3d,sparse,5,50,cpu_source,3,3,100,100,4,1,3,37444162,37444.162,37440878,37481706,9645.58526532715,,,,,,,,,,,,,,,
tile_sweep_dense_axes,log_axis,image,3d,sparse,5,50,gpu_source,3,3,100,100,4,1,3,3882,3.882,3263,3987,9645.58526532715,1,1,1,0,0,0,0,0,0,1,1,1,1306664160,1306664160,1306664160
tile_sweep_dense_axes,log_axis,image,3d,sparse,5,75,cpu_source,3,3,100,100,4,1,3,37148253,37148.253,37110960,37263196,10440.768128161888,,,,,,,,,,,,,,,
tile_sweep_dense_axes,log_axis,image,3d,sparse,5,75,gpu_source,3,3,100,100,4,1,3,3558,3.558,3223,3645,10440.768128161888,1,1,1,0,0,0,0,0,0,1,1,1,1948769224,1948769224,1948769224
tile_sweep_dense_axes,log_axis,image,3d,sparse,5,100,cpu_source,3,3,100,100,4,1,3,37463465,37463.465,37432725,37619815,9807.189790575916,,,,,,,,,,,,,,,
tile_sweep_dense_axes,log_axis,image,3d,sparse,5,100,gpu_source,3,3,100,100,4,1,3,3820,3.82,3661,3867,9807.189790575916,1,1,1,0,0,0,0,0,0,1,1,1,2590874288,2590874288,2590874288
tile_sweep_dense_axes,log_axis,preimage,1d,dense,1,1,cpu_source,1,1,1000000,1000000,4,1,3,12067,12.067,11987,12817,0.5390422585544536,,,,,,,,,,,,,,,
tile_sweep_dense_axes,log_axis,preimage,1d,dense,1,1,gpu_source,1,1,1000000,1000000,4,1,3,22386,22.386,21040,23790,0.5390422585544536,16,16,16,39,39,39,1,1,1,16,16,16,8400000,8400000,8400000
tile_sweep_dense_axes,log_axis,preimage,1d,dense,1,2,cpu_source,1,1,1000000,1000000,4,1,3,12091,12.091,11815,13672,1.2781183932346722,,,,,,,,,,,,,,,
tile_sweep_dense_axes,log_axis,preimage,1d,dense,1,2,gpu_source,1,1,1000000,1000000,4,1,3,9460,9.46,9419,9791,1.2781183932346722,8,8,8,14,14,14,1,1,1,8,8,8,14800000,14800000,14800000
tile_sweep_dense_axes,log_axis,preimage,1d,dense,1,3,cpu_source,1,1,1000000,1000000,4,1,3,11896,11.896,11876,12457,1.0352449743277348,,,,,,,,,,,,,,,
tile_sweep_dense_axes,log_axis,preimage,1d,dense,1,3,gpu_source,1,1,1000000,1000000,4,1,3,11491,11.491,10923,13749,1.0352449743277348,8,8,8,14,14,14,1,1,1,8,8,8,21200000,21200000,21200000
tile_sweep_dense_axes,log_axis,preimage,1d,dense,1,4,cpu_source,1,1,1000000,1000000,4,1,3,12086,12.086,12048,12195,2.2760828625235403,,,,,,,,,,,,,,,
tile_sweep_dense_axes,log_axis,preimage,1d,dense,1,4,gpu_source,1,1,1000000,1000000,4,1,3,5310,5.31,5286,5378,2.2760828625235403,4,4,4,5,5,5,1,1,1,4,4,4,27600000,27600000,27600000
tile_sweep_dense_axes,log_axis,preimage,1d,dense,1,5,cpu_source,1,1,1000000,1000000,4,1,3,11892,11.892,11734,11967,2.2625570776255706,,,,,,,,,,,,,,,
tile_sweep_dense_axes,log_axis,preimage,1d,dense,1,5,gpu_source,1,1,1000000,1000000,4,1,3,5256,5.256,5249,5337,2.2625570776255706,4,4,4,5,5,5,1,1,1,4,4,4,34000000,34000000,34000000
tile_sweep_dense_axes,log_axis,preimage,1d,dense,1,7,cpu_source,1,1,1000000,1000000,4,1,3,12268,12.268,12077,12779,4.387696709585121,,,,,,,,,,,,,,,
tile_sweep_dense_axes,log_axis,preimage,1d,dense,1,7,gpu_source,1,1,1000000,1000000,4,1,3,2796,2.796,2570,2809,4.387696709585121,2,2,2,2,2,2,1,1,1,2,2,2,46800000,46800000,46800000
tile_sweep_dense_axes,log_axis,preimage,1d,dense,1,10,cpu_source,1,1,1000000,1000000,4,1,3,11798,11.798,11780,12053,4.14401123990165,,,,,,,,,,,,,,,
tile_sweep_dense_axes,log_axis,preimage,1d,dense,1,10,gpu_source,1,1,1000000,1000000,4,1,3,2847,2.847,2763,2928,4.14401123990165,2,2,2,2,2,2,1,1,1,2,2,2,66000000,66000000,66000000
tile_sweep_dense_axes,log_axis,preimage,1d,dense,1,15,cpu_source,1,1,1000000,1000000,4,1,3,13515,13.515,12064,15327,10.108451757666417,,,,,,,,,,,,,,,
tile_sweep_dense_axes,log_axis,preimage,1d,dense,1,15,gpu_source,1,1,1000000,1000000,4,1,3,1337,1.337,1250,1338,10.108451757666417,1,1,1,0,0,0,0,0,0,1,1,1,98000000,98000000,98000000
tile_sweep_dense_axes,log_axis,preimage,1d,dense,1,20,cpu_source,1,1,1000000,1000000,4,1,3,12063,12.063,11809,13490,9.952970297029703,,,,,,,,,,,,,,,
tile_sweep_dense_axes,log_axis,preimage,1d,dense,1,20,gpu_source,1,1,1000000,1000000,4,1,3,1212,1.212,1210,1253,9.952970297029703,1,1,1,0,0,0,0,0,0,1,1,1,130000000,130000000,130000000
tile_sweep_dense_axes,log_axis,preimage,1d,dense,1,25,cpu_source,1,1,1000000,1000000,4,1,3,12186,12.186,12175,12317,9.81159420289855,,,,,,,,,,,,,,,
tile_sweep_dense_axes,log_axis,preimage,1d,dense,1,25,gpu_source,1,1,1000000,1000000,4,1,3,1242,1.242,1181,1345,9.81159420289855,1,1,1,0,0,0,0,0,0,1,1,1,162000000,162000000,162000000
tile_sweep_dense_axes,log_axis,preimage,1d,dense,1,30,cpu_source,1,1,1000000,1000000,4,1,3,12349,12.349,11785,12519,9.69309262166405,,,,,,,,,,,,,,,
tile_sweep_dense_axes,log_axis,preimage,1d,dense,1,30,gpu_source,1,1,1000000,1000000,4,1,3,1274,1.274,1201,1301,9.69309262166405,1,1,1,0,0,0,0,0,0,1,1,1,194000000,194000000,194000000
tile_sweep_dense_axes,log_axis,preimage,1d,dense,1,40,cpu_source,1,1,1000000,1000000,4,1,3,12067,12.067,11993,12538,9.78669910786699,,,,,,,,,,,,,,,
tile_sweep_dense_axes,log_axis,preimage,1d,dense,1,40,gpu_source,1,1,1000000,1000000,4,1,3,1233,1.233,1178,1351,9.78669910786699,1,1,1,0,0,0,0,0,0,1,1,1,258000000,258000000,258000000
tile_sweep_dense_axes,log_axis,preimage,1d,dense,1,50,cpu_source,1,1,1000000,1000000,4,1,3,12485,12.485,11910,13336,8.574862637362637,,,,,,,,,,,,,,,
tile_sweep_dense_axes,log_axis,preimage,1d,dense,1,50,gpu_source,1,1,1000000,1000000,4,1,3,1456,1.456,1270,1474,8.574862637362637,1,1,1,0,0,0,0,0,0,1,1,1,322000000,322000000,322000000
tile_sweep_dense_axes,log_axis,preimage,1d,dense,1,75,cpu_source,1,1,1000000,1000000,4,1,3,12307,12.307,11795,12390,9.965182186234818,,,,,,,,,,,,,,,
tile_sweep_dense_axes,log_axis,preimage,1d,dense,1,75,gpu_source,1,1,1000000,1000000,4,1,3,1235,1.235,1171,1367,9.965182186234818,1,1,1,0,0,0,0,0,0,1,1,1,482000000,482000000,482000000
tile_sweep_dense_axes,log_axis,preimage,1d,dense,1,100,cpu_source,1,1,1000000,1000000,4,1,3,12152,12.152,12069,12390,9.391035548686244,,,,,,,,,,,,,,,
tile_sweep_dense_axes,log_axis,preimage,1d,dense,1,100,gpu_source,1,1,1000000,1000000,4,1,3,1294,1.294,1291,1337,9.391035548686244,1,1,1,0,0,0,0,0,0,1,1,1,642000000,642000000,642000000
tile_sweep_dense_axes,log_axis,preimage,1d,sparse,5,1,cpu_source,1,1,1000000,1000000,4,1,3,137096,137.096,136503,137559,3.928927609331117,,,,,,,,,,,,,,,
tile_sweep_dense_axes,log_axis,preimage,1d,sparse,5,1,gpu_source,1,1,1000000,1000000,4,1,3,34894,34.894,34481,37842,3.928927609331117,1,1,1,1,1,1,1,1,1,1,1,1,21619760,21619760,21619760
tile_sweep_dense_axes,log_axis,preimage,1d,sparse,5,2,cpu_source,1,1,1000000,1000000,4,1,3,137364,137.364,136796,137535,41.324909747292416,,,,,,,,,,,,,,,
tile_sweep_dense_axes,log_axis,preimage,1d,sparse,5,2,gpu_source,1,1,1000000,1000000,4,1,3,3324,3.324,3309,3495,41.324909747292416,1,1,1,0,0,0,0,0,0,1,1,1,28019760,28019760,28019760
tile_sweep_dense_axes,log_axis,preimage,1d,sparse,5,3,cpu_source,1,1,1000000,1000000,4,1,3,137312,137.312,137088,137586,40.67298578199052,,,,,,,,,,,,,,,
tile_sweep_dense_axes,log_axis,preimage,1d,sparse,5,3,gpu_source,1,1,1000000,1000000,4,1,3,3376,3.376,3374,3440,40.67298578199052,1,1,1,0,0,0,0,0,0,1,1,1,34419760,34419760,34419760
tile_sweep_dense_axes,log_axis,preimage,1d,sparse,5,4,cpu_source,1,1,1000000,1000000,4,1,3,137061,137.061,136467,137306,40.45484061393152,,,,,,,,,,,,,,,
tile_sweep_dense_axes,log_axis,preimage,1d,sparse,5,4,gpu_source,1,1,1000000,1000000,4,1,3,3388,3.388,3349,3457,40.45484061393152,1,1,1,0,0,0,0,0,0,1,1,1,40819760,40819760,40819760
tile_sweep_dense_axes,log_axis,preimage,1d,sparse,5,5,cpu_source,1,1,1000000,1000000,4,1,3,138109,138.109,137381,138355,40.20640465793304,,,,,,,,,,,,,,,
tile_sweep_dense_axes,log_axis,preimage,1d,sparse,5,5,gpu_source,1,1,1000000,1000000,4,1,3,3435,3.435,3260,3456,40.20640465793304,1,1,1,0,0,0,0,0,0,1,1,1,47219760,47219760,47219760
tile_sweep_dense_axes,log_axis,preimage,1d,sparse,5,7,cpu_source,1,1,1000000,1000000,4,1,3,136812,136.812,136477,137035,38.74596431605777,,,,,,,,,,,,,,,
tile_sweep_dense_axes,log_axis,preimage,1d,sparse,5,7,gpu_source,1,1,1000000,1000000,4,1,3,3531,3.531,3332,3697,38.74596431605777,1,1,1,0,0,0,0,0,0,1,1,1,60019760,60019760,60019760
tile_sweep_dense_axes,log_axis,preimage,1d,sparse,5,10,cpu_source,1,1,1000000,1000000,4,1,3,137433,137.433,137112,140620,42.002750611246945,,,,,,,,,,,,,,,
tile_sweep_dense_axes,log_axis,preimage,1d,sparse,5,10,gpu_source,1,1,1000000,1000000,4,1,3,3272,3.272,3233,3404,42.002750611246945,1,1,1,0,0,0,0,0,0,1,1,1,79219760,79219760,79219760
tile_sweep_dense_axes,log_axis,preimage,1d,sparse,5,15,cpu_source,1,1,1000000,1000000,4,1,3,136956,136.956,136251,137563,40.62770691189558,,,,,,,,,,,,,,,
tile_sweep_dense_axes,log_axis,preimage,1d,sparse,5,15,gpu_source,1,1,1000000,1000000,4,1,3,3371,3.371,3325,3528,40.62770691189558,1,1,1,0,0,0,0,0,0,1,1,1,111219760,111219760,111219760
tile_sweep_dense_axes,log_axis,preimage,1d,sparse,5,20,cpu_source,1,1,1000000,1000000,4,1,3,137795,137.795,137792,138192,42.126261082237846,,,,,,,,,,,,,,,
tile_sweep_dense_axes,log_axis,preimage,1d,sparse,5,20,gpu_source,1,1,1000000,1000000,4,1,3,3271,3.271,3155,3378,42.126261082237846,1,1,1,0,0,0,0,0,0,1,1,1,143219760,143219760,143219760
tile_sweep_dense_axes,log_axis,preimage,1d,sparse,5,25,cpu_source,1,1,1000000,1000000,4,1,3,136915,136.915,136623,138095,39.18574699484831,,,,,,,,,,,,,,,
tile_sweep_dense_axes,log_axis,preimage,1d,sparse,5,25,gpu_source,1,1,1000000,1000000,4,1,3,3494,3.494,3376,3508,39.18574699484831,1,1,1,0,0,0,0,0,0,1,1,1,175219760,175219760,175219760
tile_sweep_dense_axes,log_axis,preimage,1d,sparse,5,30,cpu_source,1,1,1000000,1000000,4,1,3,137737,137.737,137366,138655,40.99315476190476,,,,,,,,,,,,,,,
tile_sweep_dense_axes,log_axis,preimage,1d,sparse,5,30,gpu_source,1,1,1000000,1000000,4,1,3,3360,3.36,3141,3388,40.99315476190476,1,1,1,0,0,0,0,0,0,1,1,1,207219760,207219760,207219760
tile_sweep_dense_axes,log_axis,preimage,1d,sparse,5,40,cpu_source,1,1,1000000,1000000,4,1,3,136667,136.667,136534,137137,38.9253773853603,,,,,,,,,,,,,,,
tile_sweep_dense_axes,log_axis,preimage,1d,sparse,5,40,gpu_source,1,1,1000000,1000000,4,1,3,3511,3.511,3426,3643,38.9253773853603,1,1,1,0,0,0,0,0,0,1,1,1,271219760,271219760,271219760
tile_sweep_dense_axes,log_axis,preimage,1d,sparse,5,50,cpu_source,1,1,1000000,1000000,4,1,3,137561,137.561,137486,138569,41.748406676783006,,,,,,,,,,,,,,,
tile_sweep_dense_axes,log_axis,preimage,1d,sparse,5,50,gpu_source,1,1,1000000,1000000,4,1,3,3295,3.295,3274,3334,41.748406676783006,1,1,1,0,0,0,0,0,0,1,1,1,335219760,335219760,335219760
tile_sweep_dense_axes,log_axis,preimage,1d,sparse,5,75,cpu_source,1,1,1000000,1000000,4,1,3,137410,137.41,136333,140535,41.05467582910069,,,,,,,,,,,,,,,
tile_sweep_dense_axes,log_axis,preimage,1d,sparse,5,75,gpu_source,1,1,1000000,1000000,4,1,3,3347,3.347,3346,3398,41.05467582910069,1,1,1,0,0,0,0,0,0,1,1,1,495219760,495219760,495219760
tile_sweep_dense_axes,log_axis,preimage,1d,sparse,5,100,cpu_source,1,1,1000000,1000000,4,1,3,137807,137.807,137726,137965,41.58328304164152,,,,,,,,,,,,,,,
tile_sweep_dense_axes,log_axis,preimage,1d,sparse,5,100,gpu_source,1,1,1000000,1000000,4,1,3,3314,3.314,3175,3415,41.58328304164152,1,1,1,0,0,0,0,0,0,1,1,1,655219760,655219760,655219760
tile_sweep_dense_axes,log_axis,preimage,2d,dense,1,1,cpu_source,2,2,1000,1000,4,1,3,91740,91.74,91239,92314,4.435955708137905,,,,,,,,,,,,,,,
tile_sweep_dense_axes,log_axis,preimage,2d,dense,1,1,gpu_source,2,2,1000,1000,4,1,3,20681,20.681,20002,22342,4.435955708137905,8,8,8,14,14,14,1,1,1,8,8,8,14800000,14800000,14800000
tile_sweep_dense_axes,log_axis,preimage,2d,dense,1,2,cpu_source,2,2,1000,1000,4,1,3,92193,92.193,91052,93332,7.11255979015584,,,,,,,,,,,,,,,
tile_sweep_dense_axes,log_axis,preimage,2d,dense,1,2,gpu_source,2,2,1000,1000,4,1,3,12962,12.962,12906,13065,7.11255979015584,4,4,4,5,5,5,1,1,1,4,4,4,27600000,27600000,27600000
tile_sweep_dense_axes,log_axis,preimage,2d,dense,1,3,cpu_source,2,2,1000,1000,4,1,3,91838,91.838,91167,92665,7.960301638207507,,,,,,,,,,,,,,,
tile_sweep_dense_axes,log_axis,preimage,2d,dense,1,3,gpu_source,2,2,1000,1000,4,1,3,11537,11.537,11457,11913,7.960301638207507,4,4,4,5,5,5,1,1,1,4,4,4,40400000,40400000,40400000
tile_sweep_dense_axes,log_axis,preimage,2d,dense,1,4,cpu_source,2,2,1000,1000,4,1,3,91983,91.983,91856,92039,12.477346717308736,,,,,,,,,,,,,,,
tile_sweep_dense_axes,log_axis,preimage,2d,dense,1,4,gpu_source,2,2,1000,1000,4,1,3,7372,7.372,7365,7668,12.477346717308736,2,2,2,2,2,2,1,1,1,2,2,2,53200000,53200000,53200000
tile_sweep_dense_axes,log_axis,preimage,2d,dense,1,5,cpu_source,2,2,1000,1000,4,1,3,91824,91.824,91466,92461,13.503529411764706,,,,,,,,,,,,,,,
tile_sweep_dense_axes,log_axis,preimage,2d,dense,1,5,gpu_source,2,2,1000,1000,4,1,3,6800,6.8,6799,6869,13.503529411764706,2,2,2,2,2,2,1,1,1,2,2,2,66000000,66000000,66000000
tile_sweep_dense_axes,log_axis,preimage,2d,dense,1,7,cpu_source,2,2,1000,1000,4,1,3,91423,91.423,91398,91769,12.491187320672223,,,,,,,,,,,,,,,
tile_sweep_dense_axes,log_axis,preimage,2d,dense,1,7,gpu_source,2,2,1000,1000,4,1,3,7319,7.319,7233,7341,12.491187320672223,2,2,2,2,2,2,1,1,1,2,2,2,91600000,91600000,91600000
tile_sweep_dense_axes,log_axis,preimage,2d,dense,1,10,cpu_source,2,2,1000,1000,4,1,3,92043,92.043,91836,92136,43.78829686013321,,,,,,,,,,,,,,,
tile_sweep_dense_axes,log_axis,preimage,2d,dense,1,10,gpu_source,2,2,1000,1000,4,1,3,2102,2.102,2099,2213,43.78829686013321,1,1,1,0,0,0,0,0,0,1,1,1,130000000,130000000,130000000
tile_sweep_dense_axes,log_axis,preimage,2d,dense,1,15,cpu_source,2,2,1000,1000,4,1,3,91894,91.894,91775,92424,41.18960107575079,,,,,,,,,,,,,,,
tile_sweep_dense_axes,log_axis,preimage,2d,dense,1,15,gpu_source,2,2,1000,1000,4,1,3,2231,2.231,2162,2429,41.18960107575079,1,1,1,0,0,0,0,0,0,1,1,1,194000000,194000000,194000000
tile_sweep_dense_axes,log_axis,preimage,2d,dense,1,20,cpu_source,2,2,1000,1000,4,1,3,91850,91.85,91535,92580,43.38686820973075,,,,,,,,,,,,,,,
tile_sweep_dense_axes,log_axis,preimage,2d,dense,1,20,gpu_source,2,2,1000,1000,4,1,3,2117,2.117,2077,2290,43.38686820973075,1,1,1,0,0,0,0,0,0,1,1,1,258000000,258000000,258000000
tile_sweep_dense_axes,log_axis,preimage,2d,dense,1,25,cpu_source,2,2,1000,1000,4,1,3,91348,91.348,91067,92099,42.467689446768944,,,,,,,,,,,,,,,
tile_sweep_dense_axes,log_axis,preimage,2d,dense,1,25,gpu_source,2,2,1000,1000,4,1,3,2151,2.151,2130,2176,42.467689446768944,1,1,1,0,0,0,0,0,0,1,1,1,322000000,322000000,322000000
