experiment,op,dimension,density,sparse_factor,buffer_size,repeat,timing_source,time_us,time_ms,selected_field,gpu_tiles,gpu_oom_backoffs,gpu_host_fallback,gpu_input_rects,gpu_scratch_bytes,tile_rows_seen,d1,d2,num_nodes,num_edges,num_spaces,num_pieces,global_index,shard_id,field_mode,block_volume
tile_sweep_publication,image,3d,sparse,5,15,1,cpu_source,37148630,37148.63,cpu_us,,,,,,,3,3,100,100,4,1,164,0,block_random,1024
tile_sweep_publication,image,3d,sparse,5,15,1,gpu_source,3521,3.521,gpu_us,1,0,0,1,407717070,2,3,3,100,100,4,1,165,1,block_random,1024
tile_sweep_publication,image,3d,sparse,5,20,1,cpu_source,37406026,37406.026,cpu_us,,,,,,,3,3,100,100,4,1,166,2,block_random,1024
tile_sweep_publication,image,3d,sparse,5,20,1,gpu_source,3921,3.921,gpu_us,1,0,0,1,536138083,2,3,3,100,100,4,1,167,3,block_random,1024
tile_sweep_publication,image,3d,sparse,5,25,1,cpu_source,37143749,37143.749,cpu_us,,,,,,,3,3,100,100,4,1,168,0,block_random,1024
tile_sweep_publication,image,3d,sparse,5,25,1,gpu_source,2630,2.63,gpu_us,1,0,0,1,664559096,2,3,3,100,100,4,1,169,1,block_random,1024
tile_sweep_publication,image,3d,sparse,5,30,1,cpu_source,37449106,37449.106,cpu_us,,,,,,,3,3,100,100,4,1,170,2,block_random,1024
tile_sweep_publication,image,3d,sparse,5,30,1,gpu_source,3850,3.85,gpu_us,1,0,0,1,792980108,2,3,3,100,100,4,1,171,3,block_random,1024
tile_sweep_publication,image,3d,sparse,5,40,1,cpu_source,37202122,37202.122,cpu_us,,,,,,,3,3,100,100,4,1,172,0,block_random,1024
tile_sweep_publication,image,3d,sparse,5,40,1,gpu_source,3641,3.641,gpu_us,1,0,0,1,1049822134,2,3,3,100,100,4,1,173,1,block_random,1024
tile_sweep_publication,image,3d,sparse,5,50,1,cpu_source,37440878,37440.878,cpu_us,,,,,,,3,3,100,100,4,1,174,2,block_random,1024
tile_sweep_publication,image,3d,sparse,5,50,1,gpu_source,3987,3.987,gpu_us,1,0,0,1,1306664160,2,3,3,100,100,4,1,175,3,block_random,1024
tile_sweep_publication,image,3d,sparse,5,75,1,cpu_source,37148253,37148.253,cpu_us,,,,,,,3,3,100,100,4,1,176,0,block_random,1024
tile_sweep_publication,image,3d,sparse,5,75,1,gpu_source,3558,3.558,gpu_us,1,0,0,1,1948769224,2,3,3,100,100,4,1,177,1,block_random,1024
tile_sweep_publication,image,3d,sparse,5,100,1,cpu_source,37432725,37432.725,cpu_us,,,,,,,3,3,100,100,4,1,178,2,block_random,1024
tile_sweep_publication,image,3d,sparse,5,100,1,gpu_source,3820,3.82,gpu_us,1,0,0,1,2590874288,2,3,3,100,100,4,1,179,3,block_random,1024
tile_sweep_publication,preimage,1d,dense,1,1,1,cpu_source,12817,12.817,cpu_us,,,,,,,1,1,1000000,1000000,4,1,180,0,block_random,1024
tile_sweep_publication,preimage,1d,dense,1,1,1,gpu_source,21040,21.04,gpu_us,16,39,1,16,8400000,2,1,1,1000000,1000000,4,1,181,1,block_random,1024
tile_sweep_publication,preimage,1d,dense,1,2,1,cpu_source,13672,13.672,cpu_us,,,,,,,1,1,1000000,1000000,4,1,182,2,block_random,1024
tile_sweep_publication,preimage,1d,dense,1,2,1,gpu_source,9791,9.791,gpu_us,8,14,1,8,14800000,2,1,1,1000000,1000000,4,1,183,3,block_random,1024
tile_sweep_publication,preimage,1d,dense,1,3,1,cpu_source,11896,11.896,cpu_us,,,,,,,1,1,1000000,1000000,4,1,184,0,block_random,1024
tile_sweep_publication,preimage,1d,dense,1,3,1,gpu_source,13749,13.749,gpu_us,8,14,1,8,21200000,2,1,1,1000000,1000000,4,1,185,1,block_random,1024
tile_sweep_publication,preimage,1d,dense,1,4,1,cpu_source,12195,12.195,cpu_us,,,,,,,1,1,1000000,1000000,4,1,186,2,block_random,1024
tile_sweep_publication,preimage,1d,dense,1,4,1,gpu_source,5378,5.378,gpu_us,4,5,1,4,27600000,2,1,1,1000000,1000000,4,1,187,3,block_random,1024
tile_sweep_publication,preimage,1d,dense,1,5,1,cpu_source,11892,11.892,cpu_us,,,,,,,1,1,1000000,1000000,4,1,188,0,block_random,1024
tile_sweep_publication,preimage,1d,dense,1,5,1,gpu_source,5249,5.249,gpu_us,4,5,1,4,34000000,2,1,1,1000000,1000000,4,1,189,1,block_random,1024
tile_sweep_publication,preimage,1d,dense,1,7,1,cpu_source,12077,12.077,cpu_us,,,,,,,1,1,1000000,1000000,4,1,190,2,block_random,1024
tile_sweep_publication,preimage,1d,dense,1,7,1,gpu_source,2570,2.57,gpu_us,2,2,1,2,46800000,2,1,1,1000000,1000000,4,1,191,3,block_random,1024
tile_sweep_publication,preimage,1d,dense,1,10,1,cpu_source,11780,11.78,cpu_us,,,,,,,1,1,1000000,1000000,4,1,192,0,block_random,1024
tile_sweep_publication,preimage,1d,dense,1,10,1,gpu_source,2928,2.928,gpu_us,2,2,1,2,66000000,2,1,1,1000000,1000000,4,1,193,1,block_random,1024
tile_sweep_publication,preimage,1d,dense,1,15,1,cpu_source,13515,13.515,cpu_us,,,,,,,1,1,1000000,1000000,4,1,194,2,block_random,1024
tile_sweep_publication,preimage,1d,dense,1,15,1,gpu_source,1338,1.338,gpu_us,1,0,0,1,98000000,2,1,1,1000000,1000000,4,1,195,3,block_random,1024
tile_sweep_publication,preimage,1d,dense,1,20,1,cpu_source,13490,13.49,cpu_us,,,,,,,1,1,1000000,1000000,4,1,196,0,block_random,1024
tile_sweep_publication,preimage,1d,dense,1,20,1,gpu_source,1253,1.253,gpu_us,1,0,0,1,130000000,2,1,1,1000000,1000000,4,1,197,1,block_random,1024
tile_sweep_publication,preimage,1d,dense,1,25,1,cpu_source,12317,12.317,cpu_us,,,,,,,1,1,1000000,1000000,4,1,198,2,block_random,1024
tile_sweep_publication,preimage,1d,dense,1,25,1,gpu_source,1242,1.242,gpu_us,1,0,0,1,162000000,2,1,1,1000000,1000000,4,1,199,3,block_random,1024
tile_sweep_publication,preimage,1d,dense,1,30,1,cpu_source,11785,11.785,cpu_us,,,,,,,1,1,1000000,1000000,4,1,200,0,block_random,1024
tile_sweep_publication,preimage,1d,dense,1,30,1,gpu_source,1274,1.274,gpu_us,1,0,0,1,194000000,2,1,1,1000000,1000000,4,1,201,1,block_random,1024
tile_sweep_publication,preimage,1d,dense,1,40,1,cpu_source,12538,12.538,cpu_us,,,,,,,1,1,1000000,1000000,4,1,202,2,block_random,1024
tile_sweep_publication,preimage,1d,dense,1,40,1,gpu_source,1233,1.233,gpu_us,1,0,0,1,258000000,2,1,1,1000000,1000000,4,1,203,3,block_random,1024
tile_sweep_publication,preimage,1d,dense,1,50,1,cpu_source,11910,11.91,cpu_us,,,,,,,1,1,1000000,1000000,4,1,204,0,block_random,1024
tile_sweep_publication,preimage,1d,dense,1,50,1,gpu_source,1474,1.474,gpu_us,1,0,0,1,322000000,2,1,1,1000000,1000000,4,1,205,1,block_random,1024
tile_sweep_publication,preimage,1d,dense,1,75,1,cpu_source,12307,12.307,cpu_us,,,,,,,1,1,1000000,1000000,4,1,206,2,block_random,1024
tile_sweep_publication,preimage,1d,dense,1,75,1,gpu_source,1367,1.367,gpu_us,1,0,0,1,482000000,2,1,1,1000000,1000000,4,1,207,3,block_random,1024
tile_sweep_publication,preimage,1d,dense,1,100,1,cpu_source,12390,12.39,cpu_us,,,,,,,1,1,1000000,1000000,4,1,208,0,block_random,1024
tile_sweep_publication,preimage,1d,dense,1,100,1,gpu_source,1337,1.337,gpu_us,1,0,0,1,642000000,2,1,1,1000000,1000000,4,1,209,1,block_random,1024
tile_sweep_publication,preimage,1d,sparse,5,1,1,cpu_source,137096,137.096,cpu_us,,,,,,,1,1,1000000,1000000,4,1,210,2,block_random,1024
tile_sweep_publication,preimage,1d,sparse,5,1,1,gpu_source,34894,34.894,gpu_us,1,1,1,1,21619760,2,1,1,1000000,1000000,4,1,211,3,block_random,1024
tile_sweep_publication,preimage,1d,sparse,5,2,1,cpu_source,137535,137.535,cpu_us,,,,,,,1,1,1000000,1000000,4,1,212,0,block_random,1024
tile_sweep_publication,preimage,1d,sparse,5,2,1,gpu_source,3495,3.495,gpu_us,1,0,0,1,28019760,2,1,1,1000000,1000000,4,1,213,1,block_random,1024
tile_sweep_publication,preimage,1d,sparse,5,3,1,cpu_source,137586,137.586,cpu_us,,,,,,,1,1,1000000,1000000,4,1,214,2,block_random,1024
tile_sweep_publication,preimage,1d,sparse,5,3,1,gpu_source,3374,3.374,gpu_us,1,0,0,1,34419760,2,1,1,1000000,1000000,4,1,215,3,block_random,1024
tile_sweep_publication,preimage,1d,sparse,5,4,1,cpu_source,137306,137.306,cpu_us,,,,,,,1,1,1000000,1000000,4,1,216,0,block_random,1024
tile_sweep_publication,preimage,1d,sparse,5,4,1,gpu_source,3388,3.388,gpu_us,1,0,0,1,40819760,2,1,1,1000000,1000000,4,1,217,1,block_random,1024
tile_sweep_publication,preimage,1d,sparse,5,5,1,cpu_source,138109,138.109,cpu_us,,,,,,,1,1,1000000,1000000,4,1,218,2,block_random,1024
tile_sweep_publication,preimage,1d,sparse,5,5,1,gpu_source,3260,3.26,gpu_us,1,0,0,1,47219760,2,1,1,1000000,1000000,4,1,219,3,block_random,1024
tile_sweep_publication,preimage,1d,sparse,5,7,1,cpu_source,137035,137.035,cpu_us,,,,,,,1,1,1000000,1000000,4,1,220,0,block_random,1024
tile_sweep_publication,preimage,1d,sparse,5,7,1,gpu_source,3531,3.531,gpu_us,1,0,0,1,60019760,2,1,1,1000000,1000000,4,1,221,1,block_random,1024
tile_sweep_publication,preimage,1d,sparse,5,10,1,cpu_source,137112,137.112,cpu_us,,,,,,,1,1,1000000,1000000,4,1,222,2,block_random,1024
tile_sweep_publication,preimage,1d,sparse,5,10,1,gpu_source,3233,3.233,gpu_us,1,0,0,1,79219760,2,1,1,1000000,1000000,4,1,223,3,block_random,1024
tile_sweep_publication,preimage,1d,sparse,5,15,1,cpu_source,136956,136.956,cpu_us,,,,,,,1,1,1000000,1000000,4,1,224,0,block_random,1024
tile_sweep_publication,preimage,1d,sparse,5,15,1,gpu_source,3325,3.325,gpu_us,1,0,0,1,111219760,2,1,1,1000000,1000000,4,1,225,1,block_random,1024
tile_sweep_publication,preimage,1d,sparse,5,20,1,cpu_source,138192,138.192,cpu_us,,,,,,,1,1,1000000,1000000,4,1,226,2,block_random,1024
tile_sweep_publication,preimage,1d,sparse,5,20,1,gpu_source,3378,3.378,gpu_us,1,0,0,1,143219760,2,1,1,1000000,1000000,4,1,227,3,block_random,1024
tile_sweep_publication,preimage,1d,sparse,5,25,1,cpu_source,136623,136.623,cpu_us,,,,,,,1,1,1000000,1000000,4,1,228,0,block_random,1024
tile_sweep_publication,preimage,1d,sparse,5,25,1,gpu_source,3494,3.494,gpu_us,1,0,0,1,175219760,2,1,1,1000000,1000000,4,1,229,1,block_random,1024
tile_sweep_publication,preimage,1d,sparse,5,30,1,cpu_source,137366,137.366,cpu_us,,,,,,,1,1,1000000,1000000,4,1,230,2,block_random,1024
tile_sweep_publication,preimage,1d,sparse,5,30,1,gpu_source,3141,3.141,gpu_us,1,0,0,1,207219760,2,1,1,1000000,1000000,4,1,231,3,block_random,1024
tile_sweep_publication,preimage,1d,sparse,5,40,1,cpu_source,136667,136.667,cpu_us,,,,,,,1,1,1000000,1000000,4,1,232,0,block_random,1024
tile_sweep_publication,preimage,1d,sparse,5,40,1,gpu_source,3511,3.511,gpu_us,1,0,0,1,271219760,2,1,1,1000000,1000000,4,1,233,1,block_random,1024
tile_sweep_publication,preimage,1d,sparse,5,50,1,cpu_source,137561,137.561,cpu_us,,,,,,,1,1,1000000,1000000,4,1,234,2,block_random,1024
tile_sweep_publication,preimage,1d,sparse,5,50,1,gpu_source,3334,3.334,gpu_us,1,0,0,1,335219760,2,1,1,1000000,1000000,4,1,235,3,block_random,1024
tile_sweep_publication,preimage,1d,sparse,5,75,1,cpu_source,136333,136.333,cpu_us,,,,,,,1,1,1000000,1000000,4,1,236,0,block_random,1024
tile_sweep_publication,preimage,1d,sparse,5,75,1,gpu_source,3398,3.398,gpu_us,1,0,0,1,495219760,2,1,1,1000000,1000000,4,1,237,1,block_random,1024
tile_sweep_publication,preimage,1d,sparse,5,100,1,cpu_source,137726,137.726,cpu_us,,,,,,,1,1,1000000,1000000,4,1,238,2,block_random,1024
tile_sweep_publication,preimage,1d,sparse,5,100,1,gpu_source,3314,3.314,gpu_us,1,0,0,1,655219760,2,1,1,1000000,1000000,4,1,239,3,block_random,1024
tile_sweep_publication,preimage,2d,dense,1,1,1,cpu_source,92314,92.314,cpu_us,,,,,,,2,2,1000,1000,4,1,240,0,block_random,1024
tile_sweep_publication,preimage,2d,dense,1,1,1,gpu_source,20002,20.002,gpu_us,8,14,1,8,14800000,2,2,2,1000,1000,4,1,241,1,block_random,1024
tile_sweep_publication,preimage,2d,dense,1,2,1,cpu_source,93332,93.332,cpu_us,,,,,,,2,2,1000,1000,4,1,242,2,block_random,1024
tile_sweep_publication,preimage,2d,dense,1,2,1,gpu_source,12962,12.962,gpu_us,4,5,1,4,27600000,2,2,2,1000,1000,4,1,243,3,block_random,1024
tile_sweep_publication,preimage,2d,dense,1,3,1,cpu_source,92665,92.665,cpu_us,,,,,,,2,2,1000,1000,4,1,244,0,block_random,1024
tile_sweep_publication,preimage,2d,dense,1,3,1,gpu_source,11537,11.537,gpu_us,4,5,1,4,40400000,2,2,2,1000,1000,4,1,245,1,block_random,1024
tile_sweep_publication,preimage,2d,dense,1,4,1,cpu_source,92039,92.039,cpu_us,,,,,,,2,2,1000,1000,4,1,246,2,block_random,1024
tile_sweep_publication,preimage,2d,dense,1,4,1,gpu_source,7668,7.668,gpu_us,2,2,1,2,53200000,2,2,2,1000,1000,4,1,247,3,block_random,1024
tile_sweep_publication,preimage,2d,dense,1,5,1,cpu_source,91466,91.466,cpu_us,,,,,,,2,2,1000,1000,4,1,248,0,block_random,1024
tile_sweep_publication,preimage,2d,dense,1,5,1,gpu_source,6800,6.8,gpu_us,2,2,1,2,66000000,2,2,2,1000,1000,4,1,249,1,block_random,1024
tile_sweep_publication,preimage,2d,dense,1,7,1,cpu_source,91398,91.398,cpu_us,,,,,,,2,2,1000,1000,4,1,250,2,block_random,1024
tile_sweep_publication,preimage,2d,dense,1,7,1,gpu_source,7319,7.319,gpu_us,2,2,1,2,91600000,2,2,2,1000,1000,4,1,251,3,block_random,1024
tile_sweep_publication,preimage,2d,dense,1,10,1,cpu_source,92136,92.136,cpu_us,,,,,,,2,2,1000,1000,4,1,252,0,block_random,1024
tile_sweep_publication,preimage,2d,dense,1,10,1,gpu_source,2213,2.213,gpu_us,1,0,0,1,130000000,2,2,2,1000,1000,4,1,253,1,block_random,1024
tile_sweep_publication,preimage,2d,dense,1,15,1,cpu_source,91894,91.894,cpu_us,,,,,,,2,2,1000,1000,4,1,254,2,block_random,1024
tile_sweep_publication,preimage,2d,dense,1,15,1,gpu_source,2231,2.231,gpu_us,1,0,0,1,194000000,2,2,2,1000,1000,4,1,255,3,block_random,1024
tile_sweep_publication,preimage,2d,dense,1,20,1,cpu_source,91535,91.535,cpu_us,,,,,,,2,2,1000,1000,4,1,256,0,block_random,1024
tile_sweep_publication,preimage,2d,dense,1,20,1,gpu_source,2117,2.117,gpu_us,1,0,0,1,258000000,2,2,2,1000,1000,4,1,257,1,block_random,1024
tile_sweep_publication,preimage,2d,dense,1,25,1,cpu_source,91067,91.067,cpu_us,,,,,,,2,2,1000,1000,4,1,258,2,block_random,1024
tile_sweep_publication,preimage,2d,dense,1,25,1,gpu_source,2176,2.176,gpu_us,1,0,0,1,322000000,2,2,2,1000,1000,4,1,259,3,block_random,1024
tile_sweep_publication,preimage,2d,dense,1,30,1,cpu_source,92303,92.303,cpu_us,,,,,,,2,2,1000,1000,4,1,260,0,block_random,1024
tile_sweep_publication,preimage,2d,dense,1,30,1,gpu_source,2100,2.1,gpu_us,1,0,0,1,386000000,2,2,2,1000,1000,4,1,261,1,block_random,1024
tile_sweep_publication,preimage,2d,dense,1,40,1,cpu_source,91403,91.403,cpu_us,,,,,,,2,2,1000,1000,4,1,262,2,block_random,1024
tile_sweep_publication,preimage,2d,dense,1,40,1,gpu_source,2218,2.218,gpu_us,1,0,0,1,514000000,2,2,2,1000,1000,4,1,263,3,block_random,1024
tile_sweep_publication,preimage,2d,dense,1,50,1,cpu_source,91359,91.359,cpu_us,,,,,,,2,2,1000,1000,4,1,264,0,block_random,1024
tile_sweep_publication,preimage,2d,dense,1,50,1,gpu_source,2113,2.113,gpu_us,1,0,0,1,642000000,2,2,2,1000,1000,4,1,265,1,block_random,1024
tile_sweep_publication,preimage,2d,dense,1,75,1,cpu_source,92267,92.267,cpu_us,,,,,,,2,2,1000,1000,4,1,266,2,block_random,1024
tile_sweep_publication,preimage,2d,dense,1,75,1,gpu_source,2171,2.171,gpu_us,1,0,0,1,962000000,2,2,2,1000,1000,4,1,267,3,block_random,1024
tile_sweep_publication,preimage,2d,dense,1,100,1,cpu_source,91216,91.216,cpu_us,,,,,,,2,2,1000,1000,4,1,268,0,block_random,1024
tile_sweep_publication,preimage,2d,dense,1,100,1,gpu_source,2158,2.158,gpu_us,1,0,0,1,1282000000,2,2,2,1000,1000,4,1,269,1,block_random,1024
tile_sweep_publication,preimage,2d,sparse,5,1,1,cpu_source,659976,659.976,cpu_us,,,,,,,2,2,1000,1000,4,1,270,2,block_random,1024
tile_sweep_publication,preimage,2d,sparse,5,1,1,gpu_source,4158,4.158,gpu_us,1,0,0,1,31744128,2,2,2,1000,1000,4,1,271,3,block_random,1024
tile_sweep_publication,preimage,2d,sparse,5,2,1,cpu_source,665337,665.337,cpu_us,,,,,,,2,2,1000,1000,4,1,272,0,block_random,1024
tile_sweep_publication,preimage,2d,sparse,5,2,1,gpu_source,3549,3.549,gpu_us,1,0,0,1,44544128,2,2,2,1000,1000,4,1,273,1,block_random,1024
tile_sweep_publication,preimage,2d,sparse,5,3,1,cpu_source,651146,651.146,cpu_us,,,,,,,2,2,1000,1000,4,1,274,2,block_random,1024
tile_sweep_publication,preimage,2d,sparse,5,3,1,gpu_source,4015,4.015,gpu_us,1,0,0,1,57344128,2,2,2,1000,1000,4,1,275,3,block_random,1024
tile_sweep_publication,preimage,2d,sparse,5,4,1,cpu_source,653839,653.839,cpu_us,,,,,,,2,2,1000,1000,4,1,276,0,block_random,1024
tile_sweep_publication,preimage,2d,sparse,5,4,1,gpu_source,3477,3.477,gpu_us,1,0,0,1,70144128,2,2,2,1000,1000,4,1,277,1,block_random,1024
tile_sweep_publication,preimage,2d,sparse,5,5,1,cpu_source,667356,667.356,cpu_us,,,,,,,2,2,1000,1000,4,1,278,2,block_random,1024
tile_sweep_publication,preimage,2d,sparse,5,5,1,gpu_source,3982,3.982,gpu_us,1,0,0,1,82944128,2,2,2,1000,1000,4,1,279,3,block_random,1024
tile_sweep_publication,preimage,2d,sparse,5,7,1,cpu_source,647870,647.87,cpu_us,,,,,,,2,2,1000,1000,4,1,280,0,block_random,1024
tile_sweep_publication,preimage,2d,sparse,5,7,1,gpu_source,3511,3.511,gpu_us,1,0,0,1,108544128,2,2,2,1000,1000,4,1,281,1,block_random,1024
tile_sweep_publication,preimage,2d,sparse,5,10,1,cpu_source,665374,665.374,cpu_us,,,,,,,2,2,1000,1000,4,1,282,2,block_random,1024
tile_sweep_publication,preimage,2d,sparse,5,10,1,gpu_source,4192,4.192,gpu_us,1,0,0,1,146944128,2,2,2,1000,1000,4,1,283,3,block_random,1024
tile_sweep_publication,preimage,2d,sparse,5,15,1,cpu_source,657184,657.184,cpu_us,,,,,,,2,2,1000,1000,4,1,284,0,block_random,1024
tile_sweep_publication,preimage,2d,sparse,5,15,1,gpu_source,4002,4.002,gpu_us,1,0,0,1,210944128,2,2,2,1000,1000,4,1,285,1,block_random,1024
tile_sweep_publication,preimage,2d,sparse,5,20,1,cpu_source,662834,662.834,cpu_us,,,,,,,2,2,1000,1000,4,1,286,2,block_random,1024
tile_sweep_publication,preimage,2d,sparse,5,20,1,gpu_source,4115,4.115,gpu_us,1,0,0,1,274944128,2,2,2,1000,1000,4,1,287,3,block_random,1024
tile_sweep_publication,preimage,2d,sparse,5,25,1,cpu_source,669147,669.147,cpu_us,,,,,,,2,2,1000,1000,4,1,288,0,block_random,1024
tile_sweep_publication,preimage,2d,sparse,5,25,1,gpu_source,3601,3.601,gpu_us,1,0,0,1,338944128,2,2,2,1000,1000,4,1,289,1,block_random,1024
tile_sweep_publication,preimage,2d,sparse,5,30,1,cpu_source,654368,654.368,cpu_us,,,,,,,2,2,1000,1000,4,1,290,2,block_random,1024
tile_sweep_publication,preimage,2d,sparse,5,30,1,gpu_source,4053,4.053,gpu_us,1,0,0,1,402944128,2,2,2,1000,1000,4,1,291,3,block_random,1024
tile_sweep_publication,preimage,2d,sparse,5,40,1,cpu_source,654307,654.307,cpu_us,,,,,,,2,2,1000,1000,4,1,292,0,block_random,1024
tile_sweep_publication,preimage,2d,sparse,5,40,1,gpu_source,3533,3.533,gpu_us,1,0,0,1,530944128,2,2,2,1000,1000,4,1,293,1,block_random,1024
tile_sweep_publication,preimage,2d,sparse,5,50,1,cpu_source,661140,661.14,cpu_us,,,,,,,2,2,1000,1000,4,1,294,2,block_random,1024
tile_sweep_publication,preimage,2d,sparse,5,50,1,gpu_source,3903,3.903,gpu_us,1,0,0,1,658944128,2,2,2,1000,1000,4,1,295,3,block_random,1024
tile_sweep_publication,preimage,2d,sparse,5,75,1,cpu_source,661211,661.211,cpu_us,,,,,,,2,2,1000,1000,4,1,296,0,block_random,1024
tile_sweep_publication,preimage,2d,sparse,5,75,1,gpu_source,3587,3.587,gpu_us,1,0,0,1,978944128,2,2,2,1000,1000,4,1,297,1,block_random,1024
tile_sweep_publication,preimage,2d,sparse,5,100,1,cpu_source,672293,672.293,cpu_us,,,,,,,2,2,1000,1000,4,1,298,2,block_random,1024
tile_sweep_publication,preimage,2d,sparse,5,100,1,gpu_source,4000,4.0,gpu_us,1,0,0,1,1298944128,2,2,2,1000,1000,4,1,299,3,block_random,1024
tile_sweep_publication,preimage,3d,dense,1,1,1,cpu_source,147956,147.956,cpu_us,,,,,,,3,3,100,100,4,1,300,0,block_random,1024
tile_sweep_publication,preimage,3d,dense,1,1,1,gpu_source,41168,41.168,gpu_us,8,14,1,8,21200000,2,3,3,100,100,4,1,301,1,block_random,1024
tile_sweep_publication,preimage,3d,dense,1,2,1,cpu_source,149481,149.481,cpu_us,,,,,,,3,3,100,100,4,1,302,2,block_random,1024
tile_sweep_publication,preimage,3d,dense,1,2,1,gpu_source,23233,23.233,gpu_us,4,5,1,4,40400000,2,3,3,100,100,4,1,303,3,block_random,1024
tile_sweep_publication,preimage,3d,dense,1,3,1,cpu_source,148017,148.017,cpu_us,,,,,,,3,3,100,100,4,1,304,0,block_random,1024
tile_sweep_publication,preimage,3d,dense,1,3,1,gpu_source,26244,26.244,gpu_us,4,5,1,4,59600000,2,3,3,100,100,4,1,305,1,block_random,1024
tile_sweep_publication,preimage,3d,dense,1,4,1,cpu_source,148857,148.857,cpu_us,,,,,,,3,3,100,100,4,1,306,2,block_random,1024
tile_sweep_publication,preimage,3d,dense,1,4,1,gpu_source,15370,15.37,gpu_us,2,2,1,2,78800000,2,3,3,100,100,4,1,307,3,block_random,1024
tile_sweep_publication,preimage,3d,dense,1,5,1,cpu_source,147981,147.981,cpu_us,,,,,,,3,3,100,100,4,1,308,0,block_random,1024
tile_sweep_publication,preimage,3d,dense,1,5,1,gpu_source,16783,16.783,gpu_us,2,2,1,2,98000000,2,3,3,100,100,4,1,309,1,block_random,1024
tile_sweep_publication,preimage,3d,dense,1,7,1,cpu_source,147991,147.991,cpu_us,,,,,,,3,3,100,100,4,1,310,2,block_random,1024
tile_sweep_publication,preimage,3d,dense,1,7,1,gpu_source,15329,15.329,gpu_us,2,2,1,2,136400000,2,3,3,100,100,4,1,311,3,block_random,1024
tile_sweep_publication,preimage,3d,dense,1,10,1,cpu_source,152794,152.794,cpu_us,,,,,,,3,3,100,100,4,1,312,0,block_random,1024
tile_sweep_publication,preimage,3d,dense,1,10,1,gpu_source,4154,4.154,gpu_us,1,0,0,1,194000000,2,3,3,100,100,4,1,313,1,block_random,1024
tile_sweep_publication,preimage,3d,dense,1,15,1,cpu_source,148603,148.603,cpu_us,,,,,,,3,3,100,100,4,1,314,2,block_random,1024
tile_sweep_publication,preimage,3d,dense,1,15,1,gpu_source,3872,3.872,gpu_us,1,0,0,1,290000000,2,3,3,100,100,4,1,315,3,block_random,1024
tile_sweep_publication,preimage,3d,dense,1,20,1,cpu_source,148177,148.177,cpu_us,,,,,,,3,3,100,100,4,1,316,0,block_random,1024
tile_sweep_publication,preimage,3d,dense,1,20,1,gpu_source,3963,3.963,gpu_us,1,0,0,1,386000000,2,3,3,100,100,4,1,317,1,block_random,1024
tile_sweep_publication,preimage,3d,dense,1,25,1,cpu_source,148091,148.091,cpu_us,,,,,,,3,3,100,100,4,1,318,2,block_random,1024
tile_sweep_publication,preimage,3d,dense,1,25,1,gpu_source,3723,3.723,gpu_us,1,0,0,1,482000000,2,3,3,100,100,4,1,319,3,block_random,1024
tile_sweep_publication,preimage,3d,dense,1,30,1,cpu_source,149177,149.177,cpu_us,,,,,,,3,3,100,100,4,1,320,0,block_random,1024
tile_sweep_publication,preimage,3d,dense,1,30,1,gpu_source,3998,3.998,gpu_us,1,0,0,1,578000000,2,3,3,100,100,4,1,321,1,block_random,1024
tile_sweep_publication,preimage,3d,dense,1,40,1,cpu_source,148091,148.091,cpu_us,,,,,,,3,3,100,100,4,1,322,2,block_random,1024
tile_sweep_publication,preimage,3d,dense,1,40,1,gpu_source,3687,3.687,gpu_us,1,0,0,1,770000000,2,3,3,100,100,4,1,323,3,block_random,1024
tile_sweep_publication,preimage,3d,dense,1,50,1,cpu_source,147692,147.692,cpu_us,,,,,,,3,3,100,100,4,1,324,0,block_random,1024
tile_sweep_publication,preimage,3d,dense,1,50,1,gpu_source,4003,4.003,gpu_us,1,0,0,1,962000000,2,3,3,100,100,4,1,325,1,block_random,1024
tile_sweep_publication,preimage,3d,dense,1,75,1,cpu_source,148296,148.296,cpu_us,,,,,,,3,3,100,100,4,1,326,2,block_random,1024
tile_sweep_publication,preimage,3d,dense,1,75,1,gpu_source,3643,3.643,gpu_us,1,0,0,1,1442000000,2,3,3,100,100,4,1,327,3,block_random,1024
tile_sweep_publication,preimage,3d,dense,1,100,1,cpu_source,147807,147.807,cpu_us,,,,,,,3,3,100,100,4,1,328,0,block_random,1024
tile_sweep_publication,preimage,3d,dense,1,100,1,gpu_source,4052,4.052,gpu_us,1,0,0,1,1922000000,2,3,3,100,100,4,1,329,1,block_random,1024
tile_sweep_publication,preimage,3d,sparse,5,1,1,cpu_source,984010,984.01,cpu_us,,,,,,,3,3,100,100,4,1,330,2,block_random,1024
tile_sweep_publication,preimage,3d,sparse,5,1,1,gpu_source,74657,74.657,gpu_us,1,1,1,1,41654032,2,3,3,100,100,4,1,331,3,block_random,1024
tile_sweep_publication,preimage,3d,sparse,5,2,1,cpu_source,974370,974.37,cpu_us,,,,,,,3,3,100,100,4,1,332,0,block_random,1024
tile_sweep_publication,preimage,3d,sparse,5,2,1,gpu_source,5169,5.169,gpu_us,1,0,0,1,60854032,2,3,3,100,100,4,1,333,1,block_random,1024
tile_sweep_publication,preimage,3d,sparse,5,3,1,cpu_source,973987,973.987,cpu_us,,,,,,,3,3,100,100,4,1,334,2,block_random,1024
